증권종류,회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
코스닥,  신테카바이오 ,226330,소프트웨어 개발 및 공급업,유전체 빅데이터 기반의 AI신약개발 및 정밀의료서비스,2019-12-17,12월,정종선,http://www.syntekabio.com,대전광역시
코스닥,  제이엘케이 ,322510,소프트웨어 개발 및 공급업,"인공지능 기반 의료영상 진단 플랫폼, 인공지능 기반 산업용 X-ray 판독시스템",2019-12-11,12월,김동민,http://jlkgroup.com,충청북도
코스닥,  태웅로직스 ,124560,기타 운송관련 서비스업,"3자물류주선 (복합운송, 프로젝트운송, CIS운송 등)",2019-12-10,12월,한재동,http://www.e-tgl.com,서울특별시
코스닥,  윙스풋 ,335870,"섬유, 의복, 신발 및 가죽제품 소매업",신발 매입 및 공급,2019-12-09,12월,황성웅,http://www.wingsfoot.co.kr,서울특별시
코넥스,  노드메이슨 ,317860,기타 화학제품 제조업,헉슬리/Huxley 화장품(스킨케어 스페셜/스킨케어베이직),2019-12-06,12월,구자풍,http://www.huxley.co.kr,서울특별시
코스닥,  리메드 ,302550,의료용 기기 제조업,자기장 치료기기,2019-12-06,12월,이근용,http://remed.kr,대전광역시
유가증권,  NH프라임리츠 ,338100,부동산 임대 및 공급업,부동산 투자,2019-12-05,11월,소선호,http://www.nhreits.com,서울특별시
코스닥,  비올 ,335890,의료용 기기 제조업,의료기기,2019-12-03,12월,이상진,http://www.viol.co.kr,경기도
코넥스,  타스컴 ,336040,의료용 기기 제조업,당뇨질환 세포치료제 / 당뇨관리 의료기기,2019-12-02,12월,이인근,http://www.yidobio.com,경기도
코넥스,  진코스텍 ,250030,기타 화학제품 제조업,"마스크팩 ODM/OEM, 하이드로겔 마스크팩",2019-11-29,12월,김임준,http://www.jincostech.com ,경기도
코스닥,  웨이버스 ,336060,소프트웨어 개발 및 공급업,금융 지원 서비스,2019-11-28,12월,김학성,,서울특별시
코넥스,  유엑스엔 ,337840,의료용 기기 제조업,"혈당센서, 혈당측정기",2019-11-28,12월,박세진,http://uxn.co.kr,경기도
코스닥,  HLB바이오스텝 ,278650,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가,2019-11-27,12월,문정환,http://www.knotus.co.kr,인천광역시
유가증권,  씨티알모빌리티 ,308170,자동차 신품 부품 제조업,"이너레이스, 오디 클러치보스, 로터샤프트, 슬리브기어, 컨트롤 암, 엑슬",2019-11-25,12월,이동옥..,http://www.ctrmobility.co.kr,울산광역시
코스닥,  티움바이오 ,321550,자연과학 및 공학 연구개발업,"특발성폐섬유증 치료제, 면역항암제, 자궁내막증치료제, 혈우병치료제",2019-11-22,12월,김훈택,http://www.tiumbio.com,경기도
코스닥,  씨에스베어링 ,297090,일반 목적용 기계 제조업,"풍력용 선회베어링, 산업용 선회베어링",2019-11-21,12월,방성훈,http://www.csbrg.com,서울특별시
코스닥,  우양 ,103840,"과실, 채소 가공 및 저장 처리업","HMR, 음료 베이스, 퓨레 등",2019-11-20,12월,이구열,http://foodkorea.com,충청남도
코스닥,  코리아에셋투자증권 ,190650,금융 지원 서비스업,"IB금융자문, 채권인수 및 매매, 투자중개, 펀드운용 등",2019-11-20,03월,기동호..,http://www.kasset.co.kr,서울특별시
유가증권,  HD현대에너지솔루션 ,322000,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS",2019-11-19,12월,박종환,http://www.hd-hyundaies.co.kr,경기도
코스닥,  에스제이그룹 ,306040,"가죽, 가방 및 유사제품 제조업","캉골 가방/모자, 헬렌카민스키 모자",2019-11-18,12월,이주영,http://www.sj-group.co.kr,서울특별시
코스닥,  제테마 ,216080,의료용품 및 기타 의약 관련제품 제조업,"히알루론산 필러(조직수복용생체재료), 피부과용 레이저 의료기기, 리프팅실 등",2019-11-14,12월,김재영..,http://www.jetema.com,강원특별자치도
"유가증권, KOSPI200, KRX300",  한화시스템   ,272210,전자부품 제조업,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조",2019-11-13,12월,어성철,http://hanwhasystems.com,경상북도
"코스닥, 투자경고종목",  라파스  ,214260,기타 화학제품 제조업,"마이크로니들 패치 제품(의약품패치, 의료기기패치, 미용패치 등)",2019-11-11,12월,정도현,http://www.raphas.com,서울특별시
"코스닥, KOSDAQ150",  아이티엠반도체  ,084850,전자부품 제조업,배터리 보호회로,2019-11-07,12월,나혁휘,http://www.it-m.co.kr,충청북도
코스닥,  일승 ,333430,선박 및 보트 건조업,환경장비,2019-11-06,12월,김성욱,http://ilseung.co.kr,부산광역시
유가증권,  자이에스앤디 ,317400,부동산 임대 및 공급업,"부동산 관리, 정보통신 공사, 아파트 AS 및 옵션 제품 공급, 건축물 시공 및 분양",2019-11-06,12월,엄관석,http://www.xisnd.com/,서울특별시
코스닥,  미디어젠 ,279600,소프트웨어 개발 및 공급업,음성인식 소프트웨어 기술개발,2019-11-05,12월,송민규,http://www.mediazen.co.kr,경기도
코스닥,  모코엠시스 ,333050,소프트웨어 개발 및 공급업,"연계솔루션, 보안솔루션, APM솔루션",2019-10-31,12월,조천희,http://www.mocomsys.com,서울특별시
코스닥,  티라유텍 ,322180,소프트웨어 개발 및 공급업,스마트팩토리 솔루션,2019-10-31,12월,김정하,http://thirautech.com,서울특별시
유가증권,  롯데리츠 ,330590,부동산 임대 및 공급업,부동산투자,2019-10-30,06월,롯데에..,http://www.lottereit.co.kr/,서울특별시
유가증권,  지누스 ,013890,가구 제조업,매트리스 및 가구제품,2019-10-30,12월,심재형,http://www.zinus.co.kr,경기도
코스닥,  밸로프 ,331520,소프트웨어 개발 및 공급업,기업인수합병,2019-10-29,12월,신재명,,서울특별시
코스닥,  캐리소프트 ,317530,"영화, 비디오물, 방송프로그램 제작 및 배급업","영상 콘텐츠(30.05%), 공연(29.76%), 키즈카페(17.38%), 커머스(12.77%), 라이선스 및 기타(10.04%)",2019-10-29,12월,박창신,http://www.carriesoft.com,서울특별시
코넥스,  한국미라클피플사 ,331660,기타 화학제품 제조업,"은나노스텝, 닥터오렌지 등",2019-10-28,12월,이호경,http://www.kmpc.co.kr,경기도
코스닥,  케이엔제이 ,272110,반도체 제조업,"Edge Grinder, CVD-SiC Ring",2019-10-25,12월,심호섭,http://www.knj.kr,충청남도
코스닥,  엔바이오니아 ,317870,그외 기타 제품 제조업,양전하필터(정수기),2019-10-24,12월,한정철,http://envioneer.com,충청북도
코스닥,  팜스빌 ,318010,기타 식품 제조업,다이어트 제품 및 건강기능 관련 제품,2019-10-22,12월,이병욱,http://www.pharmsville.com,서울특별시
"유가증권, KOSPI200, KRX300",  두산퓨얼셀   ,336260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",연료전지,2019-10-18,12월,정형락..,http://www.doosanfuelcell.com,전북특별자치도
코스닥,  라온피플 ,300120,소프트웨어 개발 및 공급업,"카메라 모듈 검사기, AI 머신비전, 골프센서",2019-10-18,12월,이석중,http://www.laonpeople.com/,경기도
"유가증권, KRX300",  솔루스첨단소재  ,336370,전자부품 제조업,"동박, 유압기기 등",2019-10-18,12월,진대제..,http://www.solusadvancedmaterials.com,전북특별자치도
유가증권,  콘텐트리중앙 ,036420,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화 및 방송프로그램 제작, 유통, 광고",2019-10-18,12월,남중권..,http://www.jcontentree.com/,서울특별시
코스닥,  아톤 ,158430,소프트웨어 개발 및 공급업,"모바일금융솔루션, mOTP 개발",2019-10-17,12월,김종서..,http://www.atoncorp.com,서울특별시
코스닥,  녹십자웰빙 ,234690,의약품 제조업,"전문의약품, 건강기능식품",2019-10-14,12월,김상현,http://www.greencrosswb.com,서울특별시
코스닥,  누보 ,332290,"비료, 농약 및 살균, 살충제 제조업",기업 인수 및 합병,2019-10-11,12월,김창균..,http://www.nousbo.com,경기도
"코스닥, 투자경고종목",  포커스에이치엔에스  ,331380,영상 및 음향기기 제조업,영상저장장치 및 카메라,2019-10-02,12월,김대중,http://www.focushns.com,경기도
"코넥스, 투자경고종목",  엔지브이아이  ,093510,자동차 신품 부품 제조업,천연가스자동차용 연료저장장치 등,2019-09-30,12월,이여연,,강원특별자치도
"코스닥, 관리종목, 투자주의환기종목",  올리패스   ,244460,기초 의약물질 제조업,인공유전자 플랫폼(OliPass PNA) 기술을 활용한 RNA치료제 신약개발,2019-09-20,12월,정신,http://www.olipass.com,경기도
코스닥,  라닉스 ,317120,반도체 제조업,"자동차 및 IoT 통신, 보안솔루션",2019-09-18,12월,최승욱,http://www.ranix.co.kr,서울특별시
코스닥,  한울반도체 ,320000,특수 목적용 기계 제조업,비전검사장비,2019-09-18,12월,지선필,http://www.wintec.co.kr,경기도
코스닥,  한독크린텍 ,256150,일반 목적용 기계 제조업,정수기 필터,2019-09-05,12월,고인선..,http://hdctech.co.kr,대전광역시
코넥스,  아퓨어스 ,149300,자연과학 및 공학 연구개발업,"실험동물, 연구용피부 및 연구용세포, 연구용역 ",2019-09-03,12월,최선덕,http://www.apures.com,경기도
