,title,link,description,bloggername,bloggerlink,postdate
7,[<b>핀테크</b>] 카카오뱅크,https://blog.naver.com/forit_ceo/223509116200,"우리 회사의 사업 분야는 〔<b>핀테크</b> 분야〕입니다. 구체적으로 사업의 아이템은 〔디지털 뱅킹 서비스〕이며, 이를 위한 필수 기술 및 노하우는 〔보안 기술 및 금융 서비스 개발 노하우〕입니다. 아이템 출시를... ",콤비로(주) 포릿 공식 블로그,blog.naver.com/forit_ceo,20240711
8,"[기자단 뉴스] 김정휴, 소지원 기자의 <b>핀테크</b>의 새로운 미래... ",https://blog.naver.com/koreafintech/222052651852,"<b>핀테크</b>의 새로운 미래, 금융 클라우드 금융 클라우드 지원사업을 소개합니다! 안녕하세요. 한국<b>핀테크</b>지원센터 대학생 기자단 8기 김정휴, 소지원입니다. 클라우드 서버, 누구냐 넌? &lt;출처&gt; 픽사베이... ",한국핀테크지원센터,blog.naver.com/koreafintech,20200806
9,"[꼭 필요한 <b>핀테크</b>] <b>핀테크</b>, 왜 필요할까요?",https://blog.naver.com/koreafintech/220510359104,"&quot;<b>핀테크</b>, 왜 필요할까요?&quot; ▲ 제1기 <b>핀테크</b>지원센터 Univ. Fintecher 김기범 기자 2015년 정부는 24개 핵심개혁과제 중 하나로 ‘<b>핀테크</b> 육성’을 선정하였고, <b>핀테크</b> 산업 활성화를 위해 올해 초 <b>핀테크</b>지원센터를... ",한국핀테크지원센터,blog.naver.com/koreafintech,20151016
0,"잔돈금융, 돼지저금통 대신 <b>핀테크</b>로 저축",https://blog.naver.com/innocent13669/223463972132,"잔돈금융, 돼지저금통 대신 <b>핀테크</b>로 저축 어린 시절 돼지저금통에 동전을 모아본 경험 있으신가요? 이렇게 일상 속에서 무심코 쓰고 남은 잔돈을 모으는 잔돈금융이 최근 <b>핀테크</b> 기술과 만나 새롭게 떠오르고... ",지식과 정보가 있는 경제신문,blog.naver.com/innocent13669,20240530
1,[기자단 뉴스] 코리아 <b>핀테크</b> 위크 2021_금융회사와 <b>핀테크</b>... ,https://blog.naver.com/koreafintech/222337039408,"안녕하세요, 한국<b>핀테크</b>지원센터 대학생 기자단 9기 최다은입니다. <b>핀테크</b> 산업 활성화를 통한 디지털 금융혁신 가속화를 위해 &lt;코리아 <b>핀테크</b> 위크 2021&gt;이 오는 5월 26일부터 28일까지 개최된다는 것은... ",한국핀테크지원센터,blog.naver.com/koreafintech,20210504
2,"한국<b>핀테크</b>지원센터, '2024 <b>핀테크</b> 인턴십 코스(기획인턴... ",https://blog.naver.com/koscommedia2021/223448255402,"□ (2차모집) 2024년 5월 27일(월) ~ 6월 6일(목) 자정까지 코스콤은 [2024년 <b>핀테크</b> 교육사업, (주최) 금융위원회, (주관)한국<b>핀테크</b>지원센터] 일환으로 <b>핀테크</b> 인턴십 코스 교육생을 모집합니다. 이번 2024... ",코스콤,blog.naver.com/koscommedia2021,20240516
3,떠오르는 <b>핀테크</b> 산업과 숙제,https://blog.naver.com/ktgyun/220299222549,최근 금융(Financial)과 기술(Technique)의 합성어인 <b>핀테크</b>(Fintech)가 산업 및 경제 분야에서 큰... 현재 약 14만 명이 <b>핀테크</b> 분야에 종사하고 있으며 창업률이 2008년에 비해 600%에 달한다고 합니다. 바클레이즈는... ,"창업, 기술사업화 전문 트리거",blog.naver.com/ktgyun,20150313
4,글로벌 <b>핀테크</b> 축제 서울 <b>핀테크</b> 위크 2023 컨퍼런스,https://blog.naver.com/sunnyssam73/223231346264,"글로벌 <b>핀테크</b> 축제 서울 <b>핀테크</b> 위크 2023 세계 <b>핀테크</b> 트렌드를 한자리에서 만나봄 세계 <b>핀테크</b> 트렌드를 한자리에서 만나볼 수 있었던 글로벌 <b>핀테크</b> 축제, 서울 <b>핀테크</b> 위크 2023 컨퍼런스에 서울시... ",알뜰그녀 여행기,blog.naver.com/sunnyssam73,20231008
5,[<b>핀테크</b> 전쟁] <b>핀테크</b> 주요 분야의 최전선을 가다,https://blog.naver.com/yemunbook/220387105803,"&lt;<b>핀테크</b> 전쟁&gt;에서는 29명의 <b>핀테크</b> 업계 선두주자들, 세계적인 전문가들, 그리고 금융계에서 경쟁력을 유지하기 위해 노력하는 혁신적인 지도자들과 인터뷰합니다. 조파의 창업자 가일스 앤드류스, 렌도의 CEO... ",도서출판 예문_당신의 인생을 응원합니다,blog.naver.com/yemunbook,20150611
6,<b>핀테크</b> 기업 피플펀드 P2P 투자 재테크 알아보기,https://blog.naver.com/ssibar1188/223080586551,<b>핀테크</b> 기업 피플펀드의 P2P 투자 재테크 알아보기 <b>핀테크</b> 기업 피플펀드는 국내 제1호 온라인 투자 연계 금융사 (이하 온투사) 차입자와 투자자를 연계하는 금융 서비스 회사다. 온라인 투자연계금융이라고... ,킴찹의 하루살이,blog.naver.com/ssibar1188,20230421
7,"취준생 꿀팁★ 글로벌 <b>핀테크</b> 트렌드, 10가지로 완전 정복!①",https://blog.naver.com/fss2009/221565710037,"바로 금융(finance)과 기술(technology)의 결합인 <b>핀테크</b>(fintech)죠. 그래서 오늘은 시사상식을 공부하는 취준생에게도, 금융에 관심 많은 지성인 여러분께도 도움이 될만한 <b>핀테크</b> 트렌드를 정리해드리려 합니다!... ",금융감독원 공식 블로그,blog.naver.com/fss2009,20190619
8,(PGY)] 1탄: 금리인하 러셀 수혜와 고성장 저평가 <b>핀테크</b>,https://blog.naver.com/yeontancat/223512209514,그럼 이렇게 고성장하고 있는 <b>핀테크</b>회사로서 얼마나 저평가를 받고 있는지 알아보자. 파가야는 현재 시총 $ 0.87B으로 매출액 대비 0.92x로 일반적으로 <b>핀테크</b> 회사들이 P/S가 3~4x를 받고 있는 점을... ,10x 노마드,blog.naver.com/yeontancat,20240714
9,<b>핀테크</b> 간편결제 페이코 성공요건은?,https://blog.naver.com/dicagallery/220447108036,"<b>핀테크</b>의 세상, 베일 벗은 사는게니나노 페이코의 성공요건은? 잔잔하면서 독특한 보이스를 지닌... 정체가 <b>핀테크</b>, 간편결제 서비스인 PAYCO, 페이코 서비스인 것으로 베일이 벗겨지며 그 정체가... ",함영민의 디카갤러리,blog.naver.com/dicagallery,20150811
0,<b>핀테크</b> 산업의 현재 시장 현황과 전망 및 주식 종목,https://blog.naver.com/assetplayground/223490601453,"<b>핀테크</b> 산업이란? <b>핀테크</b>(Fintech)는 '금융(Financial)'과 '기술(Technology)'의 합성어로, 최신 기술을 활용하여 금융 서비스를 혁신하는 산업을 의미합니다. <b>핀테크</b>는 전통적인 금융 시스템을 개선하고... ",assetplayground님의 블로그,blog.naver.com/assetplayground,20240625
1,"<b>핀테크</b>의 성지, 영국 런던",https://blog.naver.com/koreafintech/221485430320,세계적인 금융 중심지 중 유독 영국의 런던에 관심을 갖는 이유는 <b>핀테크</b> 산업 발전의 새로운... 글로벌 <b>핀테크</b> 산업의 중심지로 만들었습니다. 자유로운 성장 돕는 '규제 샌드박스' ‘규제 샌드박스’는... ,한국핀테크지원센터,blog.naver.com/koreafintech,20190311
2,<b>핀테크</b>: 금융 기술 혁신과 서비스,https://blog.naver.com/young2_success/223483306407,"오늘은 <b>핀테크</b>(Fintech)라는 주제로 금융 기술 혁신과 그에 따른 다양한 서비스를 소개해 드리려고 합니다. <b>핀테크</b>는 '금융(Finance)'과 '기술(Technology)'의 합성어로, 금융 서비스에 첨단 기술을 접목하여 혁신적인... ",F2 MOBILE,blog.naver.com/young2_success,20240618
3,[세미나 신청] DX에 진심인 <b>핀테크</b> 기업 주목 <b>핀테크</b> 올인원... ,https://blog.naver.com/n_cloudplatform/223000160010,"참가신청 : 클릭하기 “넌 모르잖아, 올인원 DX <b>핀테크</b> 패키지 쓰는 세상” <b>핀테크</b> 섹터의 성장이 가파릅니다. 코로나 이후 금융기업들이 적용하기 시작한 DX(Digital Transformation, 디지털 전환)가 날개가... ",네이버 클라우드 플랫폼 (NAVER Cloud Platform),blog.naver.com/n_cloudplatform,20230131
4,"정의화 의장, 글로벌<b>핀테크</b> 전략심포지엄 축사 [2015.7.1]",https://blog.naver.com/cleanchung/220411985810,글로벌<b>핀테크</b> 전략심포지엄에 참석하여 축사를 했다. 정 의장은 축사에 앞서 “오늘 토론회에 나와... 있다”면서 “<b>핀테크</b>가 우리나라 금융 산업의 큰 발전에 도움이 되길 바란다”고 말했다. 정 의장은... ,＊,blog.naver.com/cleanchung,20150706
5,[IT 소식] '코인도 자산이다'...<b>핀테크</b> 자산관리 서비스에 속속... ,https://webzero.tistory.com/2397,"'코인도 자산이다'...<b>핀테크</b> 자산관리 서비스에 속속 추가 핀크, 가상자산 관리 첫 시도... &quot;타기업도 코인 연동 물밑작업 한창&quot; <b>핀테크</b> 앱 내 자산 목록에 가상자산이 등장하고 있다. [사진: 셔터스톡]... ",이호스트ICT 공식 블로그,https://webzero.tistory.com/,20220416
6,강의일지31. <b>핀테크</b> UXUI 전략 1회차 (업계 리서치),https://blog.naver.com/uxdpro/223393795129,다음주에 있을 서울<b>핀테크</b>랩 UXUI 1회차 강의 준비. 매니저님이 연락오셔서 공지 올린지 하루만에... 50개... 하지만 <b>핀테크</b> 업계에 대해서 알아야 할 필요가 있었다. EBS 유튜브도 보고 뉴스도 찾아봤다. 사실... ,UX / UI 강사,blog.naver.com/uxdpro,20240325
7,사물 인터넷과 <b>핀테크</b>의 만남: 혁신적인 기술 결합,https://blog.naver.com/breast12285/223491917845,사물 인터넷과 <b>핀테크</b>의 만남: 혁신적인 기술 결합 과거에는 사물 인터넷IoT 기술과 <b>핀테크</b>Fintech 서비스가 서로 독립적으로 발전해왔다. 하지만 최근에는 두 기술이 결합하여 혁신적인 서비스를 만들어내는... ,고요한숲속,blog.naver.com/breast12285,20240626
8,"겨냥한 한국 <b>핀테크</b>, 이커머스 스타트업의 블루오션 인도네시아!",https://blog.naver.com/cufspr/222660222432,"인도네시아는 첫 디지털 혁명이 시작된 2016년 이후 <b>핀테크</b> 사업뿐만 아니라 이커머스 산업도 크게... 최근 간디 술리스티얀토 주한 인도네시아 대사는 “<b>핀테크</b>, 이커머스 등 기존 산업을 디지털화하는 한국... ",사이버한국외국어대학교,blog.naver.com/cufspr,20220301
9,제666회 금융혁신과 <b>핀테크</b> - IT융합이 불러온 변화와... ,https://blog.naver.com/yeojh1/220822097948,26(금) 14:00 주제 : 금융혁신과 <b>핀테크</b> - IT융합이 불러온 변화와 향후 과제 강사 : NICE평가정보... 작년부터 <b>핀테크</b> 회자. 북미지역 중심으로 2014년부터 투자 증가. 웰스파고. 금산분리. 4%. 추가... ,흐강의 블로그,blog.naver.com/yeojh1,20160927
0,"NFT 멤버십 출시한 <b>핀테크</b> 서비스, 다핀 프로젝트",https://blog.naver.com/yjs355/222664331529,골자로하는 <b>핀테크</b> 서비스인데요. 제가 봐도 NFT가 너무 무분별하게 이거저거 나오곤 있어요. 과연... 디지텔에셋 <b>핀테크</b> 서비스 다핀은 NFT 멤버십을 출시하기로 했다는데요. 다핀의 멤버십 NFT를... ,일상을 기록하는 얌수늬의 블로그,blog.naver.com/yjs355,20220305
1,"한국<b>핀테크</b>산업협회, 더시드파트너스-더시드인베스트먼트와 MOU",https://blog.naver.com/venturesquare_/222992162072,#MOU #기술활성화 #네트워크 #더시드인베스트먼트 #더시드파트너스 #업무협약 #투자활성화 #<b>핀테크</b>기업 #한국<b>핀테크</b>산업협회 한국<b>핀테크</b>산업협회가 19일 더시드파트너스 및 더시드인베스트먼트와 업무협약을... ,VentureSquare,blog.naver.com/venturesquare_,20230125
2,[기자단] 4기 기자단 <b>핀테크</b>지원센터 방문기 - 국문,https://blog.naver.com/koreafintech/220942484445,"▲제4기 <b>핀테크</b>지원센터 Univ. Fintecher 대학생 기자단 김혜경, 윤희준기자 안녕하세요. 오늘은 경기도 판교에 있는 창조경제혁신센터에 위치한 <b>핀테크</b> 지원센터를 다녀왔습니다. 창조경제혁신센터는 전국 18개의... ",한국핀테크지원센터,blog.naver.com/koreafintech,20170313
3,[<b>핀테크</b> 무엇이든 문어봐 #5편 - <b>핀테크</b>에 필수 요소인... ,https://blog.naver.com/koreafintech/222792233546,- <b>핀테크</b> 무엇이든 문어봐 #5편 - <b>핀테크</b>에 필수 요소인 보안인증기술 보안인증기술이란? 신원확인 또는 인증을 위해 사용되는 보안기술 또는 보안절차를 의미합니다. <b>핀테크</b> 산업에서는 대표적으로 보안을... ,한국핀테크지원센터,blog.naver.com/koreafintech,20220628
4,디지털 격차와 <b>핀테크</b>,https://blog.naver.com/koreafintech/222355546511,오늘은 디지털 격차와 이를 해결하는 <b>핀테크</b>에 대해 알아보겠습니다. 과거에 비해 소외계층의... 위한 <b>핀테크</b> 서비스 ● 한국NFC | 페이앱라이트 사업자 등록이 어려운 영세 자영업자를 위한 '비사업자 카드결제... ,한국핀테크지원센터,blog.naver.com/koreafintech,20210518
5,[취뽀생이 말해주는 <b>핀테크</b> 직업의 세계] Part 9. 빅테크... ,https://blog.naver.com/koreafintech/222898101127,한국<b>핀테크</b>지원센터 일자리매칭존에서 도움받은 내용 #일자리매칭존 상담 ✅ 교육 진행 : - <b>핀테크</b> 인턴십 코스 교육 수료 ✅ 취업 상담 : - 기존 합격자 사례 파악 - 최근 채용 트렌드와 필요로 하는 인재상 파악... ,한국핀테크지원센터,blog.naver.com/koreafintech,20221012
6,"<b>핀테크</b>변호사가 등록 요건, 준비 서류, 등록 절차 알려드립니다",https://blog.naver.com/sangbin1/223103607007,":) 특히나 요즘 스타트업, 기업법무, M&amp;A, 금융, <b>핀테크</b> 분야에서 의뢰주시는 분들이 많으신 상황이지요... 사업을 영위하기 위해 법률 검토를 도와줄 <b>핀테크</b> 변호사를 알아보고 계실 것 같습니다. 온라인 투자... ",김앤장 출신 기업 전문가,blog.naver.com/sangbin1,20230516
7,한국<b>핀테크</b>지원센터 Pre-인턴십 코스 교육생 모집 (~4/28),https://blog.naver.com/quantdaddy/222319534840,# <b>핀테크</b> 교육과 <b>핀테크</b> 인턴십을 동시에! 작년에 제가 온라인 강의를 진행했던 금융위원회 산하 한국<b>핀테크</b>지원센터에서 이번에 <b>핀테크</b> 전문인력 양성을 위해 Pre-인턴십 코스 2기를... ,Antifragile Domain,blog.naver.com/quantdaddy,20210422
8,[<b>핀테크</b> 무엇이든 문어봐 #3편] 슬기로운 CreDB 사용법,https://blog.naver.com/koreafintech/222706178429,"국내 인공지능 <b>핀테크</b> 및 스타트업 기업은 CreDB가 제공하는 양질의 금융빅데이터를 활용해 양질의... 활용할 수 있는지를 알아봤습니다. <b>핀테크</b>에 대해 더 알아보고 싶다면 &lt;헬로, <b>핀테크</b>!&gt;를 PDF로 만나보세요!",한국핀테크지원센터,blog.naver.com/koreafintech,20220420
9,한국<b>핀테크</b>지원센터 Daily News Monitoring [6/21 (금)],https://blog.naver.com/mmd1292/223486421469,"안녕하세요, 오늘의 주요 <b>핀테크</b> 뉴스를 공유 드립니다. 한국<b>핀테크</b>지원센터 Daily News Monitoring [6/21 (금)] [금융당국] 1. “원금 최대 90% 감면”...정부, 통신채무자... ",리틀버핏,blog.naver.com/mmd1292,20240621
0,[디자인아티클번역] 영국 <b>핀테크</b> Top50,https://blog.naver.com/lovely7137/223453604959,2024년 2월 기준 총 지분 투자금액을 기준으로 매긴 영국 <b>핀테크</b> 기업 순위 Top 50 Sarah Cheesman <b>핀테크</b>란? “금융 기술(financial technology)”의 합성어인 <b>핀테크</b>(Fintech)는 기업과 소비자... ,그림그리는 하치,blog.naver.com/lovely7137,20240521
1,한국<b>핀테크</b>지원센터 Daily News Monitoring [6/18 (화)],https://blog.naver.com/mmd1292/223482990004,"안녕하세요, 오늘의 주요 <b>핀테크</b> 뉴스를 공유 드립니다. 한국<b>핀테크</b>지원센터 Daily News Monitoring [6/18 (화)] [금융당국] 1. 민·관 합동 K-조선 수출확대…은행권... ",리틀버핏,blog.naver.com/mmd1292,20240618
2,블록 SQ <b>핀테크</b> 관련주 주가도 실적도 좋아지는 중,https://blog.naver.com/limejelly0408/223371133849,미국 대표적인 <b>핀테크</b> 관련주로 블록 기업에 어떤 투자 아이디어가 있는지 함께 살펴보겠습니다.... 블록의 사업 방향성은 일반 <b>핀테크</b> 기업에서 벗어나 비트코인이 전 세계에서 통용되는 고유의 인터넷... ,투자_필요가 아닌 필수,blog.naver.com/limejelly0408,20240302
3,[쿠콘뉴스] 7월 첫째 주 <b>핀테크</b> 최신 동향 정리,https://blog.naver.com/cooconportal/223497141501,"(출처: 블로터, bit.ly/3XMaNT0) ✔ 금융위, '금융회사-<b>핀테크</b> 기업 상호만남 행사' 개최…&quot;협업 촉진&quot; 금융당국이 금융기업과의 상호 협업을 연계해 <b>핀테크</b> 업계 지원에 나섰다. 금융위원회는 권대영... ",쿠콘,blog.naver.com/cooconportal,20240701
4,"디지털 변혁, <b>핀테크</b>: 미래를 선도하는 혁신",https://blog.naver.com/combat9397/223481479990,"디지털 변혁, <b>핀테크</b>: 미래를 선도하는 혁신 어릴 적부터 새로운 기술에 관심이 많았다. 특히 디지털 변혁과 <b>핀테크</b> 분야에서의 혁신에 대해 공부하고 싶었다. 당시에는 이 분야가 아직 미래의 기술로만... ",무지개나래,blog.naver.com/combat9397,20240617
5,[기자단 뉴스] 생활 속 <b>핀테크</b> 알아보기 (결제 서비스 편),https://blog.naver.com/koreafintech/222796459976,여러분들은 <b>핀테크</b>에 대해 얼마나 잘 알고 계시나요? 그것을 알아보기 위해 이번에는 제 주변 지인에게 <b>핀테크</b>에 대해 얼마나 많이 알고 있는지 물어보기로 했어요! Q. 간단한 자기소개 부탁합니다! A.... ,한국핀테크지원센터,blog.naver.com/koreafintech,20220701
6,"[<b>핀테크</b>, 금융의 경계를 허물다] 코리아 <b>핀테크</b> 위크 2022",https://blog.naver.com/koreafintech/222784329549,"코리아 <b>핀테크</b> 위크 2022란? <b>핀테크</b> 산업의 혁신과 성장, 대한민국 대표 <b>핀테크</b> 박람회 '코리아 <b>핀테크</b> 위크 2022'가 &quot;<b>핀테크</b>, 금융의 경계를 허물다&quot;를 주제로 개최됩니다. 소공동 롯데호텔 및 박람회... ",한국핀테크지원센터,blog.naver.com/koreafintech,20220622
7,[한국<b>핀테크</b>지원센터 친구맺기] 코리아 <b>핀테크</b> 위크 2022... ,https://blog.naver.com/koreafintech/222865079018,코리아 <b>핀테크</b> 위크 2022 금융위원회와 한국<b>핀테크</b>지원센터는 9월 28일부터 9월 30일까지 3일동안 개최되는 ｢코리아 <b>핀테크</b> 위크 2022｣ 참여 프로그램 사전 접수를 받고있습니다. 올 해 4회차를 맞이하는... ,한국핀테크지원센터,blog.naver.com/koreafintech,20220902
8,&lt;한국<b>핀테크</b>지원센터&gt; 초성퀴즈 이벤트,https://blog.naver.com/koreafintech/222793211743,&lt;한국<b>핀테크</b>지원센터&gt; 초성퀴즈 이벤트 창의적이고 혁신적인 <b>핀테크</b>아이디어의 사업화를 도와드립니다! 코리아 <b>핀테크</b> 위크 2022에서 수상작을 발표하게 될 <b>핀테크</b> ㅇㅇㄷㅇ 공모전 ! 이 공모전은... ,한국핀테크지원센터,blog.naver.com/koreafintech,20220629
9,<b>핀테크</b>가 바꾼 대출시장,https://blog.naver.com/jouryang/223127132854,"하지만 기존 금융사들과 <b>핀테크</b>업체 간 이견으로 지연됐다. 사실 금융권에선 그리 반길 일이... 은행 등 1,2금융권 입장에선 중개수수료 부담이 생기고 <b>핀테크</b>기업에 휘둘릴 수 있다고 판단했다. 일부... ",양재찬의 생각수첩,blog.naver.com/jouryang,20230612
0,새로운 시작을 꿈꾸는 스타트업의 기술창업 요람 한국<b>핀테크</b>지... ,https://blog.naver.com/koreafintech/221266145011,오늘은 이런 단어들과 아주 밀접한 관계를 가진 <b>핀테크</b>와 이 기술의 산업화를 돕기 위해 설립된 한국<b>핀테크</b>지원센터에 대해 소개해 보려합니다. <b>핀테크</b>(Fintech)는 금융(Finance)과 기술(Technology)의 합성어입니다.... ,한국핀테크지원센터,blog.naver.com/koreafintech,20180502
1,리액트와 <b>핀테크</b>: 새로운 기술과 금융의 만남,https://blog.naver.com/satisfy890/223483316316,리액트와 <b>핀테크</b>: 새로운 기술과 금융의 만남 과거에는 IT 기술과 금융 서비스가 별개로 발전해 왔지만... 이러한 혁신의 핵심에는 리액트React라는 프론트엔드 라이브러리와 <b>핀테크</b>FinTech 기술이 놓여져 있다.... ,바람결속에,blog.naver.com/satisfy890,20240618
2,6월 빅데이터 세미나-<b>핀테크</b>(FinTech)에 대하여,https://blog.naver.com/textom/220398984937,"[요즘 핫하게 떠오른 분야, <b>핀테크</b>에 대해 알아보자!] 애플페이와 구글월렛을 시작으로 삼성페이... 이런 서비스들이 몇 달 전부터 뉴스와 신문에 빈번하게 등장하는 '<b>핀테크</b>(FinTech)' 분야 중 일부라는 사실을... ",빅데이터 활용논문 TEXTOM으로 쉽고 빠르게,blog.naver.com/textom,20150623
3,"[요모조모] 아우토크립트, 두바이 <b>핀테크</b> 서밋 2024에서  피칭... ",https://blog.naver.com/autocrypt/223462332899,"지난 5월 6일~8일, 아우토크립트는 아랍에미레이트 두바이 주메이라 리조트에서 개최된 ‘두바이 <b>핀테크</b> 서밋’에 참여했습니다. 두바이 <b>핀테크</b> 서밋은 두바이 부통치자 겸 UAE 부총리 셰이크 막툼이... ","아우토크립트, 글로벌 미래차 소프트웨어 리더",blog.naver.com/autocrypt,20240529
4,[2021년 예비창업패키지 <b>핀테크</b> 분야] (주)파라 김범영 대표... ,https://blog.naver.com/koreafintech/222663668841,2021년도 한국<b>핀테크</b>지원센터 예비창업패키지를 수료한 김범영입니다. 지금은 사업 수행 기간에... 한국<b>핀테크</b>지원센터 예비창업패키지 프로그램을 알게 된 경로가 어떻게 되시나요? A3. 마침 대학교에서... ,한국핀테크지원센터,blog.naver.com/koreafintech,20220304
5,테크핀? <b>핀테크</b>와 어떻게 다를까?,https://blog.naver.com/happykdic/222433648325,"테크핀 VS <b>핀테크</b>, 차이는 뭘까? '테크핀'이라는 이름을 듣는 사람들의 대다수가 <b>핀테크</b>에서 글자의 순서만 바꾼 형태라 큰 차이가 없다고 생각하는 경우가 많습니다. 그러나 테크핀과 <b>핀테크</b>는... ",예금보험공사 블로그,blog.naver.com/happykdic,20210716
6,규제 샌드박스 <b>핀테크</b>기업 알아보기,https://blog.naver.com/psh556011/223392576997,규제 샌드박스는 <b>핀테크</b> 기업이 현행 규제를 적용받지 않으면서 자신의 혁신적인 금융상품과 비즈니스 모델을 시험할 수 있는 공간이나 제도를 뜻합니다. <b>핀테크</b>는 금융과 기술의 합성어로 금융과 IT의... ,꾸 아빠의 행복한 하루,blog.naver.com/psh556011,20240323
7,[기자단] Fintech Innovation Lab - <b>핀테크</b> 이노베이션 랩,https://blog.naver.com/koreafintech/221045198530,"한국에는 금융위원회 산하의 <b>핀테크</b>지원센터가 <b>핀테크</b> 스타트업을 지원하기 위해 설립되었는데요, 그렇다면 해외에는 <b>핀테크</b>를 지원하기 위한 어떤 기관이 있을까요? 오늘은 미국에서... ",한국핀테크지원센터,blog.naver.com/koreafintech,20170706
8,[기자단 뉴스] 인공지능을 활용한 <b>핀테크</b> 금융서비스 개발 전략... ,https://blog.naver.com/koreafintech/222738489079,인공지능을 활용한 <b>핀테크</b> 금융서비스 개발 전략 교육을 무료로 제공한다고?! #인공지능 #<b>핀테크</b> #개발 금융에도 관심이 있고 개발에도 관심이 있으신가요? 인공지능을 금융서비스에 활용해보고... ,한국핀테크지원센터,blog.naver.com/koreafintech,20220519
9,[금융이슈] <b>핀테크</b> 확대가 금융안정에 미치는 영향은?,https://blog.naver.com/ccrs2009/222869007274,신용회복위원회 16기 기자단 임지우입니다~ 오늘은 '<b>핀테크</b> 확대가 금융안정에 미치는 영향'에 대해 알아보고자 합니다. <b>핀테크</b>는 금융(Finance)과 기술(Technology)을 결합한 용어로서 주로 기술기업이 통신기술과... ,:: 신용회복위원회 공식블로그,blog.naver.com/ccrs2009,20220908
0,"<b>핀테크</b> 기업의 데이터 수집 전략 알아보기(BNPL, 마이데이터... ",https://blog.naver.com/happykdic/222711003732,"오늘은 <b>핀테크</b> 기업의 데이터 수집 전략을 알아보겠습니다! <b>핀테크</b> 기업이란? <b>핀테크</b>란 Finance + Technology를 합친 단어입니다. 영어 단어 그대로 금융과 기술의 결합을 뜻하며, <b>핀테크</b> 기업이란... ",예금보험공사 블로그,blog.naver.com/happykdic,20220425
1,<b>핀테크</b> 혁신 디지털 금융의 새 시대,https://blog.naver.com/hisend5/223461590348,"<b>핀테크</b> 혁신 디지털 금융의 새 시대 지금, 우리는 디지털 시대의 도래와 함께 금융의 혁신을 목격하고 있다. <b>핀테크</b>라는 새로운 개념이 등장하며, 전통적인 금융 서비스의 틀을 깨고 새로운 가능성을 제시하고... ",물음표,blog.naver.com/hisend5,20240528
2,"올라<b>핀테크</b>-지앤지커머스, '올라' 회원 위한 제휴 기획전 오픈",https://blog.naver.com/venturesquare_/222938434226,#B2B배송대행 #도매꾹 #도매매 #올라 #올라<b>핀테크</b> #지앤지커머스 ‘올라’를 운영하는 올라<b>핀테크</b>와 B2B 배송대행 기업 지앤지커머스의 ‘도매꾹ㆍ도매매’가 제휴했다. 이번 올라X도매매 제휴기획전은 도매매... ,VentureSquare,blog.naver.com/venturesquare_,20221128
3,"[편리하고 안전한 <b>핀테크</b>] <b>핀테크</b> 보안기술, 어떤 것들이 있을까?",https://blog.naver.com/koreafintech/220520988839,"<b>핀테크</b>를 사용하신 분들은 그 간편함과 신속함에 놀라셨을 겁니다. 한편으로는 &quot;편하긴 한데… 안전한 걸까?&quot;하는 생각도 드셨을 겁니다. <b>핀테크</b>는 결제, 송금, 자산관리, 크라우드펀딩 등 다양한 서비스와... ",한국핀테크지원센터,blog.naver.com/koreafintech,20151027
4,코나아이 주가: 스마트카드 제조사? 코나카드 <b>핀테크</b> 기업?,https://blog.naver.com/blueshw/223234731129,"및 <b>핀테크</b> 업체다. 9월 19일, 200억 이상의 거래대금과 함께 17% 정도 상승했다. 1년 넘게 바닥에서 헤어... 코나카드, <b>핀테크</b> 기업 2. 신규 사업: 모빌리티, 블록체인 등 3. 매출 현황: 스마트카드 제조사 4. 주가... ",보노의 투자 생존기,blog.naver.com/blueshw,20231012
5,<b>핀테크</b>의 장점과 단점을 비교해보기,https://blog.naver.com/yall1945/223489147032,"<b>핀테크</b>의 장점과 단점을 비교해보기 <b>핀테크</b>(Fintech)는 금융(Finance)과 기술(Technology)을 결합한 용어로, 디지털 기술을 활용하여 금융 서비스를 혁신하고 효율화하는 것을 의미합니다 이러한 <b>핀테크</b>의 등장은... ",빵구상해,blog.naver.com/yall1945,20240624
6,[기자단] 국내 <b>핀테크</b> 기업의 세계화의 방향 제시,https://blog.naver.com/koreafintech/220698846702,"국내 <b>핀테크</b> 기업의 세계화 방향 제시 ▲ 제2기 <b>핀테크</b>지원센터 Univ. Fintecher 이재하 기자 ‘<b>핀테크</b>’라는 말이 생긴 이후부터, 국내의 <b>핀테크</b> 기업의 수는 점점 증가하고 있다. 그 증가 추세는 근래에 정부... ",한국핀테크지원센터,blog.naver.com/koreafintech,20160502
7,"[카드뉴스] 규제혁신을 통한 <b>핀테크</b>, 얼마나 달라지니?",https://blog.naver.com/primeministerkr/221573090602,"규제혁신을 통한 <b>핀테크</b> 올해 하반기에 얼마나 달라지니? [카드뉴스] 규제혁신을 통한 <b>핀테크</b>, 어디까지 써봤니? 신분증 없이도 바이오인증 통해 해외송금 가능 금융실거래 및 비밀보장에 관한 법률 개정... ",국무총리실 공식 블로그,blog.naver.com/primeministerkr,20190628
